303.708008, 366.028015
339.523010, 365.785004
576.864014, 367.716003
556.270020, 368.966003
59.547001, 372.902008
168.386993, 373.683990
346.579987, 379.092987
15.856000, 382.506012
39.601002, 381.343994
366.035004, 384.890991
250.167007, 389.161987
521.806030, 391.362000
231.289993, 391.795013
15.445000, 394.460999
368.815002, 393.420013
229.695007, 395.221008
249.947998, 394.665009
645.039001, 396.298004
475.312012, 400.394989
179.860992, 403.126007
511.877014, 405.186005
636.804016, 405.342010
175.003006, 414.102997
250.919998, 417.772003
288.355011, 419.519989
176.822998, 421.802002
416.270996, 423.069000
291.640015, 424.321014
26.028000, 427.647003
655.200012, 430.644989
735.250977, 431.218994
178.712997, 433.213989
185.003006, 452.987000
649.838013, 459.460999
695.760010, 474.954987
304.645996, 480.671997
439.106995, 483.886993
665.088989, 489.945007
644.653015, 494.798004
225.451004, 500.528015
195.490005, 503.088013
187.097000, 506.298004
299.096985, 531.645020
113.320000, 543.687988
